time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,timeUTC
1603317600,13219.7,12915.78,12931.82,7413.73,96967350.94,13219.7,direct,,2020-10-22 07:00:00
1603321200,13236.39,12773.65,13219.7,9528.26,123033365.05,12813.11,direct,,2020-10-22 08:00:00
1603324800,12953.66,12802.44,12813.11,2733.07,35240941.76,12921.72,direct,,2020-10-22 09:00:00
1603328400,12922.67,12869.53,12921.72,1733.82,22352750.56,12869.53,direct,,2020-10-22 10:00:00
1603332000,12880.2,12719.09,12869.53,3071.53,39269751.38,12811.6,direct,,2020-10-22 11:00:00
1603335600,12826.08,12737.04,12811.6,1368.61,17489031.73,12737.74,direct,,2020-10-22 12:00:00
1603339200,12788.61,12700.74,12737.74,2184.3,27835897.33,12761.7,direct,,2020-10-22 13:00:00
1603342800,12803.89,12712.4,12761.7,1740.2,22202706.52,12775.36,direct,,2020-10-22 14:00:00
1603346400,12835.37,12769.62,12775.36,1477.16,18896915.06,12822.3,direct,,2020-10-22 15:00:00
1603350000,12822.42,12736.4,12822.3,1028.85,13136138.66,12768.2,direct,,2020-10-22 16:00:00
1603353600,12855.44,12756.88,12768.2,1275.76,16354749.3,12820.18,direct,,2020-10-22 17:00:00
1603357200,12899.88,12701.67,12820.18,2768.39,35508992.95,12881.72,direct,,2020-10-22 18:00:00
1603360800,12986.2,12861.96,12881.72,1754.31,22689677.04,12967.03,direct,,2020-10-22 19:00:00
1603364400,13023.55,12940.5,12967.03,2497.32,32411253.67,12974.41,direct,,2020-10-22 20:00:00
1603368000,12978.18,12817.05,12974.41,2193.23,28253329.89,12865.38,direct,,2020-10-22 21:00:00
1603371600,12974.47,12857.39,12865.38,2042.16,26396995.97,12935.37,direct,,2020-10-22 22:00:00
1603375200,12939.64,12867.92,12935.37,3205.92,41342957.35,12939.44,direct,,2020-10-22 23:00:00
1603378800,12980.75,12921.01,12939.44,2138.65,27693788.06,12946.3,direct,,2020-10-23 00:00:00
1603382400,13083.35,12937.76,12946.3,3570.91,46434890.12,13062.3,direct,,2020-10-23 01:00:00
1603386000,13085.79,12964.93,13062.3,4151.58,54163520.04,13062.1,direct,,2020-10-23 02:00:00
1603389600,13075.04,13022.07,13062.1,1951.14,25448832.48,13058.35,direct,,2020-10-23 03:00:00
1603393200,13160.13,13042.89,13058.35,3723.66,48810316.05,13086.31,direct,,2020-10-23 04:00:00
1603396800,13187.45,13086.27,13086.31,2543.84,33433053.38,13122.98,direct,,2020-10-23 05:00:00
1603400400,13160.55,12990.87,13122.98,2649.92,34702226.38,13154.11,direct,,2020-10-23 06:00:00
1603404000,13197.69,13031.28,13154.11,3050.56,40010065.06,13031.28,direct,,2020-10-23 07:00:00
1603407600,13063.36,12956.25,13031.28,2269.96,29512221.57,12990.25,direct,,2020-10-23 08:00:00
1603411200,12990.25,12851.9,12990.25,2921.27,37722799.48,12927.53,direct,,2020-10-23 09:00:00
1603414800,12956.93,12904.36,12927.53,907.11,11726144.74,12920.33,direct,,2020-10-23 10:00:00
1603418400,13004.73,12900.21,12920.33,995.67,12899525.03,13003.23,direct,,2020-10-23 11:00:00
1603422000,13016.89,12967.41,13003.23,882.55,11453816.02,12977.66,direct,,2020-10-23 12:00:00
1603425600,12990.12,12927.29,12977.66,1087.72,14087388.63,12932.88,direct,,2020-10-23 13:00:00
1603429200,12995.66,12924.87,12932.88,1084.58,14054921.37,12995.12,direct,,2020-10-23 14:00:00
1603432800,12996.41,12876.57,12995.12,1639.47,21181460.74,12887.82,direct,,2020-10-23 15:00:00
1603436400,12924.91,12880.13,12887.82,1531.73,19761937.53,12891.8,direct,,2020-10-23 16:00:00
1603440000,12958.06,12869.13,12891.8,1338.01,17277612.36,12927.52,direct,,2020-10-23 17:00:00
1603443600,12979.1,12922.07,12927.52,724.12,9376625.94,12954.47,direct,,2020-10-23 18:00:00
1603447200,13031.82,12954.47,12954.47,1193.71,15511928.72,13022.71,direct,,2020-10-23 19:00:00
1603450800,13027.5,12970.96,13022.71,1043.71,13570962.37,12975.75,direct,,2020-10-23 20:00:00
1603454400,12984.61,12948.35,12975.75,1036.64,13434813.91,12981.95,direct,,2020-10-23 21:00:00
1603458000,13017.76,12956.81,12981.95,1099.95,14284736.58,12960.07,direct,,2020-10-23 22:00:00
1603461600,12967.1,12914.18,12960.07,1297.3,16794754.57,12944.16,direct,,2020-10-23 23:00:00
1603465200,12969.13,12906.62,12944.16,1344.86,17403930.21,12936.27,direct,,2020-10-24 00:00:00
1603468800,12955.23,12732.62,12936.27,3892.31,49907506.31,12796.81,direct,,2020-10-24 01:00:00
1603472400,12826.19,12756.82,12796.81,1955.03,25013241.54,12793.52,direct,,2020-10-24 02:00:00
1603476000,12882.19,12793.36,12793.52,1265.11,16250963.67,12865.65,direct,,2020-10-24 03:00:00
1603479600,12929.33,12853.77,12865.65,1638.08,21113074.55,12929.33,direct,,2020-10-24 04:00:00
1603483200,12948.08,12901.87,12929.33,1180.92,15264223.26,12940.71,direct,,2020-10-24 05:00:00
1603486800,12940.74,12888.82,12940.71,846.55,10926675.11,12917.94,direct,,2020-10-24 06:00:00
1603490400,12948.78,12906.82,12917.94,536.32,6935948.95,12944.85,direct,,2020-10-24 07:00:00
1603494000,12977.74,12936.47,12944.85,827.12,10707863.92,12937.2,direct,,2020-10-24 08:00:00
1603497600,12941.74,12886.47,12937.2,656.51,8476358.98,12920.24,direct,,2020-10-24 09:00:00
1603501200,12979.01,12919.92,12920.24,613.0,7938780.57,12975.88,direct,,2020-10-24 10:00:00
1603504800,12995.25,12959.51,12975.88,621.21,8056389.97,12994.49,direct,,2020-10-24 11:00:00
1603508400,13020.82,12967.74,12994.49,853.07,11085782.89,12982.24,direct,,2020-10-24 12:00:00
1603512000,13007.45,12968.96,12982.24,476.24,6174820.43,12977.9,direct,,2020-10-24 13:00:00
1603515600,12982.18,12948.71,12977.9,398.16,5156807.12,12976.21,direct,,2020-10-24 14:00:00
1603519200,12984.71,12958.05,12976.21,483.62,6262681.94,12963.86,direct,,2020-10-24 15:00:00
1603522800,12978.79,12930.3,12963.86,547.59,7093346.84,12935.31,direct,,2020-10-24 16:00:00
1603526400,12957.88,12922.32,12935.31,599.85,7759087.67,12941.81,direct,,2020-10-24 17:00:00
1603530000,12968.92,12921.3,12941.81,393.67,5095540.29,12961.09,direct,,2020-10-24 18:00:00
1603533600,12994.89,12940.89,12961.09,628.39,8144060.1,12988.9,direct,,2020-10-24 19:00:00
1603537200,13005.14,12971.07,12988.9,574.11,7450619.06,13002.08,direct,,2020-10-24 20:00:00
1603540800,13009.4,12979.86,13002.08,608.29,7899822.08,12987.23,direct,,2020-10-24 21:00:00
1603544400,13001.39,12973.99,12987.23,524.76,6814231.86,12994.9,direct,,2020-10-24 22:00:00
1603548000,13089.17,12954.64,12994.9,3376.55,44030402.98,13079.16,direct,,2020-10-24 23:00:00
1603551600,13167.31,13078.75,13079.16,2815.61,36978690.87,13104.05,direct,,2020-10-25 00:00:00
1603555200,13126.78,13055.47,13104.05,1261.68,16499609.53,13088.91,direct,,2020-10-25 01:00:00
1603558800,13152.09,13085.39,13088.91,815.74,10709244.47,13133.87,direct,,2020-10-25 02:00:00
1603562400,13144.12,13097.42,13133.87,638.84,8373777.91,13116.83,direct,,2020-10-25 03:00:00
1603566000,13143.87,13088.84,13116.83,669.5,8779069.38,13124.31,direct,,2020-10-25 04:00:00
1603569600,13141.01,13100.11,13124.31,1103.61,14475032.6,13108.53,direct,,2020-10-25 05:00:00
1603573200,13135.93,13056.28,13108.53,1076.0,14099065.52,13072.85,direct,,2020-10-25 06:00:00
1603576800,13098.38,13050.54,13072.85,671.49,8783655.18,13080.26,direct,,2020-10-25 07:00:00
1603580400,13130.58,13078.11,13080.26,524.56,6869026.42,13126.13,direct,,2020-10-25 08:00:00
1603584000,13146.55,13082.07,13126.13,735.4,9644220.0,13145.06,direct,,2020-10-25 09:00:00
1603587600,13171.86,13125.15,13145.06,1196.7,15735186.08,13151.69,direct,,2020-10-25 10:00:00
1603591200,13171.62,13127.21,13151.69,555.02,7292461.33,13137.95,direct,,2020-10-25 11:00:00
1603594800,13344.59,13137.95,13137.95,3789.74,50273017.17,13303.37,direct,,2020-10-25 12:00:00
1603598400,13346.7,13266.64,13303.37,1483.33,19751891.52,13311.47,direct,,2020-10-25 13:00:00
1603602000,13312.39,12941.18,13311.47,4704.63,61447226.51,12973.73,direct,,2020-10-25 14:00:00
1603605600,13061.87,12951.79,12973.73,1642.63,21386856.64,13030.62,direct,,2020-10-25 15:00:00
1603609200,13050.12,13014.06,13030.62,1160.68,15126264.84,13040.68,direct,,2020-10-25 16:00:00
1603612800,13041.77,12976.39,13040.68,938.33,12203835.9,13035.79,direct,,2020-10-25 17:00:00
1603616400,13035.93,12989.61,13035.79,886.66,11530750.34,13009.44,direct,,2020-10-25 18:00:00
1603620000,13012.48,12946.86,13009.44,817.04,10600363.25,12997.25,direct,,2020-10-25 19:00:00
1603623600,12997.41,12910.39,12997.25,1418.24,18358038.3,12967.9,direct,,2020-10-25 20:00:00
1603627200,13001.77,12947.2,12967.9,579.54,7525636.12,12990.29,direct,,2020-10-25 21:00:00
1603630800,13021.67,12967.25,12990.29,720.73,9369710.58,12999.55,direct,,2020-10-25 22:00:00
1603634400,13014.92,12985.45,12999.55,562.83,7315729.27,13001.21,direct,,2020-10-25 23:00:00
1603638000,13014.9,12952.89,13001.21,685.04,8893611.67,12961.4,direct,,2020-10-26 00:00:00
1603641600,13015.36,12928.65,12961.4,896.55,11645953.33,13013.79,direct,,2020-10-26 01:00:00
1603645200,13049.2,13008.87,13013.79,696.03,9067097.85,13017.29,direct,,2020-10-26 02:00:00
1603648800,13019.25,12966.02,13017.29,1043.86,13562361.59,13000.6,direct,,2020-10-26 03:00:00
1603652400,13056.9,12997.5,13000.6,1140.66,14862289.71,13055.97,direct,,2020-10-26 04:00:00
1603656000,13064.95,13032.96,13055.97,627.29,8185647.82,13035.17,direct,,2020-10-26 05:00:00
1603659600,13050.88,13011.56,13035.17,559.34,7289525.73,13043.11,direct,,2020-10-26 06:00:00
1603663200,13043.3,12995.94,13043.11,779.8,10146672.61,13021.16,direct,,2020-10-26 07:00:00
1603666800,13049.25,13020.3,13021.16,588.42,7669884.45,13041.21,direct,,2020-10-26 08:00:00
1603670400,13060.27,12988.69,13041.21,1004.07,13084298.59,13059.12,direct,,2020-10-26 09:00:00
1603674000,13104.52,13057.11,13059.12,1073.53,14046250.97,13082.39,direct,,2020-10-26 10:00:00
1603677600,13126.53,13068.15,13082.39,811.28,10629930.07,13097.33,direct,,2020-10-26 11:00:00
1603681200,13140.33,13097.3,13097.33,633.91,8313598.12,13107.29,direct,,2020-10-26 12:00:00
1603684800,13143.67,13062.05,13107.29,699.44,9162692.19,13119.02,direct,,2020-10-26 13:00:00
1603688400,13153.64,13099.69,13119.02,569.07,7471537.14,13109.06,direct,,2020-10-26 14:00:00
1603692000,13117.15,13078.66,13109.06,631.98,8276417.57,13087.68,direct,,2020-10-26 15:00:00
1603695600,13096.23,13037.48,13087.68,1156.62,15112264.77,13042.31,direct,,2020-10-26 16:00:00
1603699200,13071.33,12964.02,13042.31,2106.31,27406351.74,13059.94,direct,,2020-10-26 17:00:00
1603702800,13109.83,13053.13,13059.94,1076.34,14084617.61,13098.72,direct,,2020-10-26 18:00:00
1603706400,13116.87,13068.63,13098.72,976.55,12785429.27,13111.35,direct,,2020-10-26 19:00:00
1603710000,13184.96,13111.35,13111.35,2284.76,30064986.84,13149.39,direct,,2020-10-26 20:00:00
1603713600,13168.21,13110.67,13149.39,1178.74,15484574.16,13142.37,direct,,2020-10-26 21:00:00
1603717200,13234.42,13126.89,13142.37,2221.55,29311666.2,13214.96,direct,,2020-10-26 22:00:00
1603720800,13241.79,13154.44,13214.96,2043.95,26983244.2,13184.8,direct,,2020-10-26 23:00:00
1603724400,13184.8,12955.55,13184.8,3351.62,43788909.89,12992.75,direct,,2020-10-27 00:00:00
1603728000,13037.65,12834.13,12992.75,3444.7,44555635.94,12863.71,direct,,2020-10-27 01:00:00
1603731600,12933.23,12797.05,12863.71,3022.53,38877853.17,12886.6,direct,,2020-10-27 02:00:00
1603735200,12985.22,12870.32,12886.6,1477.84,19119709.38,12975.1,direct,,2020-10-27 03:00:00
1603738800,13020.68,12939.31,12975.1,1247.21,16187783.03,13015.24,direct,,2020-10-27 04:00:00
1603742400,13059.88,13008.43,13015.24,1190.78,15519282.69,13016.16,direct,,2020-10-27 05:00:00
1603746000,13060.79,13016.12,13016.16,1100.66,14355817.11,13032.95,direct,,2020-10-27 06:00:00
1603749600,13056.45,13000.99,13032.95,948.11,12354607.95,13055.35,direct,,2020-10-27 07:00:00
1603753200,13095.81,13050.75,13055.35,1071.44,14007227.68,13069.43,direct,,2020-10-27 08:00:00
1603756800,13133.57,13060.64,13069.43,1002.3,13128730.78,13099.82,direct,,2020-10-27 09:00:00
1603760400,13113.43,13073.54,13099.82,808.57,10582118.82,13100.34,direct,,2020-10-27 10:00:00
1603764000,13129.04,13068.71,13100.34,1007.2,13200809.73,13082.41,direct,,2020-10-27 11:00:00
1603767600,13120.44,13077.87,13082.41,521.09,6822422.44,13093.42,direct,,2020-10-27 12:00:00
1603771200,13131.81,13093.42,13093.42,530.6,6953163.46,13131.8,direct,,2020-10-27 13:00:00
1603774800,13147.13,13093.14,13131.8,644.96,8458682.66,13096.75,direct,,2020-10-27 14:00:00
1603778400,13108.21,13071.32,13096.75,843.59,11039346.79,13108.21,direct,,2020-10-27 15:00:00
1603782000,13162.54,13095.62,13108.21,659.92,8663304.67,13155.2,direct,,2020-10-27 16:00:00
1603785600,13174.9,13134.2,13155.2,977.3,12853333.96,13151.53,direct,,2020-10-27 17:00:00
1603789200,13151.79,13095.16,13151.53,1130.59,14831981.99,13149.63,direct,,2020-10-27 18:00:00
1603792800,13297.42,13138.1,13149.63,3988.5,52811357.81,13266.88,direct,,2020-10-27 19:00:00
1603796400,13481.4,13259.09,13266.88,7211.02,96448932.49,13448.09,direct,,2020-10-27 20:00:00
1603800000,13463.24,13374.75,13448.09,3378.63,45297710.18,13393.6,direct,,2020-10-27 21:00:00
1603803600,13445.35,13341.49,13393.6,3169.06,42444877.52,13401.39,direct,,2020-10-27 22:00:00
1603807200,13424.56,13354.2,13401.39,2178.28,29181518.47,13407.84,direct,,2020-10-27 23:00:00
1603810800,13618.63,13405.7,13407.84,3306.51,44692651.4,13617.96,direct,,2020-10-28 00:00:00
1603814400,13659.42,13529.72,13617.96,2637.61,35809175.3,13658.42,direct,,2020-10-28 01:00:00
1603818000,13740.87,13614.03,13658.42,2639.82,36095816.93,13700.3,direct,,2020-10-28 02:00:00
1603821600,13754.16,13563.61,13700.3,2460.73,33613404.51,13652.06,direct,,2020-10-28 03:00:00
1603825200,13691.46,13624.12,13652.06,1221.3,16683103.74,13670.19,direct,,2020-10-28 04:00:00
1603828800,13717.01,13590.19,13670.19,1376.07,18800878.97,13624.79,direct,,2020-10-28 05:00:00
1603832400,13746.04,13617.32,13624.79,891.83,12214653.47,13721.31,direct,,2020-10-28 06:00:00
1603836000,13740.94,13653.3,13721.31,1133.29,15521072.38,13738.14,direct,,2020-10-28 07:00:00
1603839600,13783.14,13606.88,13738.14,1259.58,17257431.92,13646.02,direct,,2020-10-28 08:00:00
1603843200,13754.71,13615.3,13646.02,577.71,7913770.26,13718.76,direct,,2020-10-28 09:00:00
1603846800,13746.12,13668.68,13718.76,501.23,6870317.43,13722.22,direct,,2020-10-28 10:00:00
1603850400,13855.57,13706.09,13722.22,1847.95,25491015.86,13841.82,direct,,2020-10-28 11:00:00
1603854000,13846.01,13747.71,13841.82,1358.41,18751987.31,13789.69,direct,,2020-10-28 12:00:00
1603857600,13824.63,13734.52,13789.69,848.37,11681114.25,13755.0,direct,,2020-10-28 13:00:00
1603861200,13776.57,13690.68,13755.0,859.27,11789325.39,13736.11,direct,,2020-10-28 14:00:00
1603864800,13783.0,13720.99,13736.11,749.8,10312157.82,13722.01,direct,,2020-10-28 15:00:00
1603868400,13733.0,13557.56,13722.01,1378.9,18792852.56,13673.27,direct,,2020-10-28 16:00:00
1603872000,13691.08,13587.7,13673.27,779.73,10630888.65,13690.88,direct,,2020-10-28 17:00:00
1603875600,13708.37,13603.89,13690.88,730.14,9969240.97,13608.12,direct,,2020-10-28 18:00:00
1603879200,13635.39,13537.61,13608.12,1509.21,20481961.26,13576.21,direct,,2020-10-28 19:00:00
1603882800,13577.29,13336.78,13576.21,2361.21,31736310.83,13337.65,direct,,2020-10-28 20:00:00
1603886400,13370.7,13194.78,13337.65,2263.4,30018599.54,13297.51,direct,,2020-10-28 21:00:00
1603890000,13339.25,13121.78,13297.51,2156.86,28559672.31,13121.82,direct,,2020-10-28 22:00:00
1603893600,13138.92,12906.15,13121.82,3032.49,39573918.14,13080.26,direct,,2020-10-28 23:00:00
1603897200,13244.53,13055.16,13080.26,2118.29,27895020.63,13237.39,direct,,2020-10-29 00:00:00
1603900800,13237.39,13060.77,13237.39,1515.4,19929362.67,13162.61,direct,,2020-10-29 01:00:00
1603904400,13223.65,13020.39,13162.61,1307.89,17176195.23,13193.33,direct,,2020-10-29 02:00:00
1603908000,13249.62,13149.89,13193.33,1432.63,18916320.04,13219.46,direct,,2020-10-29 03:00:00
1603911600,13261.83,13163.16,13219.46,1744.77,23064806.61,13173.94,direct,,2020-10-29 04:00:00
1603915200,13234.17,13162.99,13173.94,791.18,10447175.45,13216.6,direct,,2020-10-29 05:00:00
1603918800,13216.6,13119.14,13216.6,649.39,8559148.14,13202.98,direct,,2020-10-29 06:00:00
1603922400,13285.31,13199.8,13202.98,957.54,12696245.71,13267.0,direct,,2020-10-29 07:00:00
1603926000,13314.62,13249.47,13267.0,1030.13,13684780.72,13285.97,direct,,2020-10-29 08:00:00
1603929600,13314.58,13261.24,13285.97,675.44,8973369.34,13262.2,direct,,2020-10-29 09:00:00
1603933200,13299.94,13190.05,13262.2,846.5,11212153.28,13289.27,direct,,2020-10-29 10:00:00
1603936800,13292.53,13226.41,13289.27,603.04,7992865.38,13250.64,direct,,2020-10-29 11:00:00
1603940400,13283.07,13187.11,13250.64,663.54,8777348.72,13282.88,direct,,2020-10-29 12:00:00
1603944000,13306.57,13249.38,13282.88,758.46,10070060.25,13249.62,direct,,2020-10-29 13:00:00
1603947600,13295.39,13247.11,13249.62,727.12,9650440.9,13293.93,direct,,2020-10-29 14:00:00
1603951200,13318.54,13260.27,13293.93,815.2,10828921.92,13282.63,direct,,2020-10-29 15:00:00
1603954800,13293.14,13137.53,13282.63,971.14,12829605.47,13148.75,direct,,2020-10-29 16:00:00
1603958400,13190.33,13107.89,13148.75,910.36,11973060.71,13135.63,direct,,2020-10-29 17:00:00
1603962000,13211.94,13132.98,13135.63,676.04,8909388.48,13199.88,direct,,2020-10-29 18:00:00
1603965600,13206.62,13057.33,13199.88,992.74,13022224.17,13111.06,direct,,2020-10-29 19:00:00
1603969200,13175.06,13071.32,13111.06,942.55,12365541.57,13071.32,direct,,2020-10-29 20:00:00
1603972800,13145.01,12985.56,13071.32,1775.79,23181238.64,13137.8,direct,,2020-10-29 21:00:00
1603976400,13250.85,13107.37,13137.8,1505.4,19845056.02,13241.03,direct,,2020-10-29 22:00:00
1603980000,13483.34,13239.87,13241.03,6512.76,87147225.89,13437.95,direct,,2020-10-29 23:00:00
1603983600,13476.45,13370.85,13437.95,3266.84,43871846.85,13440.62,direct,,2020-10-30 00:00:00
1603987200,13612.57,13404.82,13440.62,5344.26,72355236.7,13558.14,direct,,2020-10-30 01:00:00
1603990800,13643.6,13519.08,13558.14,2809.3,38144363.0,13589.43,direct,,2020-10-30 02:00:00
1603994400,13633.06,13512.87,13589.43,2774.75,37621350.76,13567.06,direct,,2020-10-30 03:00:00
1603998000,13592.38,13505.36,13567.06,2068.81,28043535.05,13505.36,direct,,2020-10-30 04:00:00
1604001600,13530.0,13441.94,13505.36,2011.16,27115637.76,13487.13,direct,,2020-10-30 05:00:00
1604005200,13548.44,13442.9,13487.13,1254.79,16921918.92,13524.27,direct,,2020-10-30 06:00:00
1604008800,13524.67,13403.12,13524.27,1394.09,18761979.9,13410.68,direct,,2020-10-30 07:00:00
1604012400,13497.09,13407.2,13410.68,1197.48,16123192.42,13462.18,direct,,2020-10-30 08:00:00
1604016000,13595.39,13355.84,13462.18,2787.92,37556809.47,13591.33,direct,,2020-10-30 09:00:00
1604019600,13658.2,13553.19,13591.33,2442.55,33233565.23,13572.88,direct,,2020-10-30 10:00:00
1604023200,13582.94,13462.28,13572.88,1502.37,20324184.23,13466.23,direct,,2020-10-30 11:00:00
1604026800,13519.52,13415.38,13466.23,1316.35,17730414.38,13441.27,direct,,2020-10-30 12:00:00
1604030400,13475.34,13397.21,13441.27,1045.22,14041157.26,13431.84,direct,,2020-10-30 13:00:00
1604034000,13502.73,13180.38,13431.84,4417.73,58835732.18,13181.13,direct,,2020-10-30 14:00:00
1604037600,13272.06,13158.03,13181.13,3023.91,39974812.42,13212.67,direct,,2020-10-30 15:00:00
1604041200,13262.76,13132.53,13212.67,3752.66,49579353.87,13213.1,direct,,2020-10-30 16:00:00
1604044800,13342.12,13200.11,13213.1,2231.38,29650398.48,13257.34,direct,,2020-10-30 17:00:00
1604048400,13305.57,13168.8,13257.34,1857.12,24574856.64,13289.97,direct,,2020-10-30 18:00:00
1604052000,13346.02,13230.92,13289.97,1332.71,17695589.32,13304.03,direct,,2020-10-30 19:00:00
1604055600,13378.06,13263.49,13304.03,1515.49,20183561.82,13360.74,direct,,2020-10-30 20:00:00
1604059200,13372.7,13302.92,13360.74,1860.43,24810445.84,13346.7,direct,,2020-10-30 21:00:00
1604062800,13352.78,13243.54,13346.7,2190.46,29119235.44,13278.57,direct,,2020-10-30 22:00:00
1604066400,13378.08,13270.56,13278.57,4180.12,55728858.99,13368.47,direct,,2020-10-30 23:00:00
1604070000,13555.53,13368.3,13368.47,6090.58,82065496.71,13555.5,direct,,2020-10-31 00:00:00
1604073600,13591.66,13510.79,13555.5,3459.13,46869943.39,13537.87,direct,,2020-10-31 01:00:00
1604077200,13580.49,13479.27,13537.87,1777.33,24048747.87,13539.03,direct,,2020-10-31 02:00:00
1604080800,13566.19,13512.1,13539.03,1839.23,24903193.53,13538.0,direct,,2020-10-31 03:00:00
1604084400,13553.95,13496.32,13538.0,1466.68,19834941.74,13547.03,direct,,2020-10-31 04:00:00
